currency,date,rates
RUB,2017-05-02,3.042
SEK,2017-05-02,0.47069
SGD,2017-05-02,0.07441
THB,2017-05-02,1.8408
TRY,2017-05-02,0.18879
USD,2017-05-02,0.053356
ZAR,2017-05-02,0.70827
AUD,2017-05-01,0.070501
BGN,2017-05-01,0.094255
BRL,2017-05-01,0.16732
CAD,2017-05-01,0.071875
CHF,2017-05-01,0.052198
CNY,2017-05-01,0.36321
CZK,2017-05-01,1.2974
DKK,2017-05-01,0.35847
EUR,2017-05-01,0.048193
GBP,2017-05-01,0.04071
HKD,2017-05-01,0.40966
HRK,2017-05-01,0.35971
HUF,2017-05-01,15.054
IDR,2017-05-01,702.12
ILS,2017-05-01,0.19079
INR,2017-05-01,3.3861
JPY,2017-05-01,5.868
KRW,2017-05-01,59.937
MYR,2017-05-01,0.22866
NOK,2017-05-01,0.44936
NZD,2017-05-01,0.076612
PHP,2017-05-01,2.6392
PLN,2017-05-01,0.20349
RON,2017-05-01,0.21854
RUB,2017-05-01,2.9931
SEK,2017-05-01,0.46418
SGD,2017-05-01,0.073533
THB,2017-05-01,1.821
TRY,2017-05-01,0.18678
USD,2017-05-01,0.052675
ZAR,2017-05-01,0.69831
AUD,2017-04-30,0.070501
BGN,2017-04-30,0.094255
BRL,2017-04-30,0.16732
CAD,2017-04-30,0.071875
CHF,2017-04-30,0.052198
CNY,2017-04-30,0.36321
CZK,2017-04-30,1.2974
DKK,2017-04-30,0.35847
EUR,2017-04-30,0.048193
GBP,2017-04-30,0.04071
HKD,2017-04-30,0.40966
HRK,2017-04-30,0.35971
HUF,2017-04-30,15.054
IDR,2017-04-30,702.12
ILS,2017-04-30,0.19079
INR,2017-04-30,3.3861
JPY,2017-04-30,5.868
KRW,2017-04-30,59.937
MYR,2017-04-30,0.22866
NOK,2017-04-30,0.44936
NZD,2017-04-30,0.076612
PHP,2017-04-30,2.6392
PLN,2017-04-30,0.20349
RON,2017-04-30,0.21854
RUB,2017-04-30,2.9931
SEK,2017-04-30,0.46418
SGD,2017-04-30,0.073533
THB,2017-04-30,1.821
TRY,2017-04-30,0.18678
USD,2017-04-30,0.052675
ZAR,2017-04-30,0.69831
AUD,2017-04-29,0.070501
BGN,2017-04-29,0.094255
BRL,2017-04-29,0.16732
CAD,2017-04-29,0.071875
CHF,2017-04-29,0.052198
CNY,2017-04-29,0.36321
CZK,2017-04-29,1.2974
DKK,2017-04-29,0.35847
EUR,2017-04-29,0.048193
GBP,2017-04-29,0.04071
HKD,2017-04-29,0.40966
HRK,2017-04-29,0.35971
HUF,2017-04-29,15.054
IDR,2017-04-29,702.12
ILS,2017-04-29,0.19079
INR,2017-04-29,3.3861
JPY,2017-04-29,5.868
KRW,2017-04-29,59.937
MYR,2017-04-29,0.22866
NOK,2017-04-29,0.44936
NZD,2017-04-29,0.076612
PHP,2017-04-29,2.6392
PLN,2017-04-29,0.20349
RON,2017-04-29,0.21854
RUB,2017-04-29,2.9931
SEK,2017-04-29,0.46418
SGD,2017-04-29,0.073533
THB,2017-04-29,1.821
TRY,2017-04-29,0.18678
USD,2017-04-29,0.052675
ZAR,2017-04-29,0.69831
AUD,2017-04-28,0.070501
BGN,2017-04-28,0.094255
BRL,2017-04-28,0.16732
CAD,2017-04-28,0.071875
CHF,2017-04-28,0.052198
CNY,2017-04-28,0.36321
CZK,2017-04-28,1.2974
DKK,2017-04-28,0.35847
EUR,2017-04-28,0.048193
GBP,2017-04-28,0.04071
HKD,2017-04-28,0.40966
HRK,2017-04-28,0.35971
HUF,2017-04-28,15.054
IDR,2017-04-28,702.12
ILS,2017-04-28,0.19079
INR,2017-04-28,3.3861
JPY,2017-04-28,5.868
KRW,2017-04-28,59.937
MYR,2017-04-28,0.22866
NOK,2017-04-28,0.44936
NZD,2017-04-28,0.076612
PHP,2017-04-28,2.6392
PLN,2017-04-28,0.20349
RON,2017-04-28,0.21854
RUB,2017-04-28,2.9931
SEK,2017-04-28,0.46418
SGD,2017-04-28,0.073533
THB,2017-04-28,1.821
TRY,2017-04-28,0.18678
USD,2017-04-28,0.052675
ZAR,2017-04-28,0.69831
AUD,2017-04-27,0.070545
BGN,2017-04-27,0.094657
BRL,2017-04-27,0.16643
CAD,2017-04-27,0.071547
CHF,2017-04-27,0.052367
CNY,2017-04-27,0.3631
CZK,2017-04-27,1.3037
DKK,2017-04-27,0.36002
EUR,2017-04-27,0.048398
GBP,2017-04-27,0.040858
HKD,2017-04-27,0.4098
HRK,2017-04-27,0.3624
HUF,2017-04-27,15.102
IDR,2017-04-27,701.14
ILS,2017-04-27,0.1919
INR,2017-04-27,3.3765
JPY,2017-04-27,5.8692
KRW,2017-04-27,59.738
MYR,2017-04-27,0.22898
NOK,2017-04-27,0.45188
NZD,2017-04-27,0.076624
PHP,2017-04-27,2.6408
PLN,2017-04-27,0.20432
RON,2017-04-27,0.21918
RUB,2017-04-27,3.0045
SEK,2017-04-27,0.4658
SGD,2017-04-27,0.073589
THB,2017-04-27,1.8232
TRY,2017-04-27,0.18777
USD,2017-04-27,0.052662
ZAR,2017-04-27,0.70351
AUD,2017-04-26,0.070586
BGN,2017-04-26,0.094822
BRL,2017-04-26,0.16737
CAD,2017-04-26,0.071715
CHF,2017-04-26,0.052531
CNY,2017-04-26,0.36391
CZK,2017-04-26,1.3065
DKK,2017-04-26,0.36069
EUR,2017-04-26,0.048482
GBP,2017-04-26,0.041163
HKD,2017-04-26,0.41092
HRK,2017-04-26,0.36229
HUF,2017-04-26,15.123
IDR,2017-04-26,702.17
ILS,2017-04-26,0.19205
INR,2017-04-26,3.3865
JPY,2017-04-26,5.8834
KRW,2017-04-26,59.726
MYR,2017-04-26,0.2296
NOK,2017-04-26,0.45324
NZD,2017-04-26,0.076631
PHP,2017-04-26,2.6315
PLN,2017-04-26,0.20479
RON,2017-04-26,0.21981
RUB,2017-04-26,2.994
SEK,2017-04-26,0.46352
SGD,2017-04-26,0.073722
THB,2017-04-26,1.8204
TRY,2017-04-26,0.18904
USD,2017-04-26,0.052812
ZAR,2017-04-26,0.69902
AUD,2017-04-25,0.070439
BGN,2017-04-25,0.095312
BRL,2017-04-25,0.1673
CAD,2017-04-25,0.072076
CHF,2017-04-25,0.052758
CNY,2017-04-25,0.36538
CZK,2017-04-25,1.3046
DKK,2017-04-25,0.36255
EUR,2017-04-25,0.048733
GBP,2017-04-25,0.041388
HKD,2017-04-25,0.41304
HRK,2017-04-25,0.36377
HUF,2017-04-25,15.19
IDR,2017-04-25,704.73
ILS,2017-04-25,0.19342
INR,2017-04-25,3.4119
JPY,2017-04-25,5.8645
KRW,2017-04-25,59.859
MYR,2017-04-25,0.23173
NOK,2017-04-25,0.45399
NZD,2017-04-25,0.076199
PHP,2017-04-25,2.6354
PLN,2017-04-25,0.20601
RON,2017-04-25,0.22054
RUB,2017-04-25,2.9732
SEK,2017-04-25,0.46788
SGD,2017-04-25,0.073928
THB,2017-04-25,1.8269
TRY,2017-04-25,0.19068
USD,2017-04-25,0.053075
ZAR,2017-04-25,0.69235
AUD,2017-04-24,0.071067
BGN,2017-04-24,0.096995
BRL,2017-04-24,0.16814
CAD,2017-04-24,0.072257
CHF,2017-04-24,0.053591
CNY,2017-04-24,0.37042
CZK,2017-04-24,1.3288
DKK,2017-04-24,0.36892
EUR,2017-04-24,0.049593
GBP,2017-04-24,0.04207
HKD,2017-04-24,0.41845
HRK,2017-04-24,0.37008
HUF,2017-04-24,15.447
IDR,2017-04-24,714.39
ILS,2017-04-24,0.19649
INR,2017-04-24,3.4672
JPY,2017-04-24,5.9348
KRW,2017-04-24,60.712
MYR,2017-04-24,0.23666
NOK,2017-04-24,0.45849
NZD,2017-04-24,0.076582
PHP,2017-04-24,2.6778
PLN,2017-04-24,0.21037
RON,2017-04-24,0.22458
RUB,2017-04-24,3.0098
SEK,2017-04-24,0.47523
SGD,2017-04-24,0.074936
THB,2017-04-24,1.8485
TRY,2017-04-24,0.19326
USD,2017-04-24,0.053799
ZAR,2017-04-24,0.69748
AUD,2017-04-23,0.07058
BGN,2017-04-23,0.097081
BRL,2017-04-23,0.16719
CAD,2017-04-23,0.071543
CHF,2017-04-23,0.053013
CNY,2017-04-23,0.36566
CZK,2017-04-23,1.3369
DKK,2017-04-23,0.36915
EUR,2017-04-23,0.049638
GBP,2017-04-23,0.041557
HKD,2017-04-23,0.41294
HRK,2017-04-23,0.37017
HUF,2017-04-23,15.595
IDR,2017-04-23,707.34
ILS,2017-04-23,0.1954
INR,2017-04-23,3.4309
JPY,2017-04-23,5.7937
KRW,2017-04-23,60.315
MYR,2017-04-23,0.2336
NOK,2017-04-23,0.45904
NZD,2017-04-23,0.075831
PHP,2017-04-23,2.646
PLN,2017-04-23,0.21209
RON,2017-04-23,0.22554
RUB,2017-04-23,2.991
SEK,2017-04-23,0.47846
SGD,2017-04-23,0.074198
THB,2017-04-23,1.8262
TRY,2017-04-23,0.19359
USD,2017-04-23,0.053102
ZAR,2017-04-23,0.69786
AUD,2017-04-22,0.07058
BGN,2017-04-22,0.097081
BRL,2017-04-22,0.16719
CAD,2017-04-22,0.071543
CHF,2017-04-22,0.053013
CNY,2017-04-22,0.36566
CZK,2017-04-22,1.3369
DKK,2017-04-22,0.36915
EUR,2017-04-22,0.049638
GBP,2017-04-22,0.041557
HKD,2017-04-22,0.41294
HRK,2017-04-22,0.37017
HUF,2017-04-22,15.595
IDR,2017-04-22,707.34
ILS,2017-04-22,0.1954
INR,2017-04-22,3.4309
JPY,2017-04-22,5.7937
KRW,2017-04-22,60.315
MYR,2017-04-22,0.2336
NOK,2017-04-22,0.45904
NZD,2017-04-22,0.075831
PHP,2017-04-22,2.646
PLN,2017-04-22,0.21209
RON,2017-04-22,0.22554
RUB,2017-04-22,2.991
SEK,2017-04-22,0.47846
SGD,2017-04-22,0.074198
THB,2017-04-22,1.8262
TRY,2017-04-22,0.19359
USD,2017-04-22,0.053102
ZAR,2017-04-22,0.69786
AUD,2017-04-21,0.07058
BGN,2017-04-21,0.097081
BRL,2017-04-21,0.16719
CAD,2017-04-21,0.071543
CHF,2017-04-21,0.053013
CNY,2017-04-21,0.36566
CZK,2017-04-21,1.3369
DKK,2017-04-21,0.36915
EUR,2017-04-21,0.049638
GBP,2017-04-21,0.041557
HKD,2017-04-21,0.41294
HRK,2017-04-21,0.37017
HUF,2017-04-21,15.595
IDR,2017-04-21,707.34
ILS,2017-04-21,0.1954
INR,2017-04-21,3.4309
JPY,2017-04-21,5.7937
KRW,2017-04-21,60.315
MYR,2017-04-21,0.2336
NOK,2017-04-21,0.45904
NZD,2017-04-21,0.075831
PHP,2017-04-21,2.646
PLN,2017-04-21,0.21209
RON,2017-04-21,0.22554
RUB,2017-04-21,2.991
SEK,2017-04-21,0.47846
SGD,2017-04-21,0.074198
THB,2017-04-21,1.8262
TRY,2017-04-21,0.19359
USD,2017-04-21,0.053102
ZAR,2017-04-21,0.69786
AUD,2017-04-20,0.07069
BGN,2017-04-20,0.096831
BRL,2017-04-20,0.16719
CAD,2017-04-20,0.07176
CHF,2017-04-20,0.05298
CNY,2017-04-20,0.3662
CZK,2017-04-20,1.3322
DKK,2017-04-20,0.36826
EUR,2017-04-20,0.04951
GBP,2017-04-20,0.041549
HKD,2017-04-20,0.41365
HRK,2017-04-20,0.3691
HUF,2017-04-20,15.521
IDR,2017-04-20,708.78
ILS,2017-04-20,0.19498
INR,2017-04-20,3.4379
JPY,2017-04-20,5.8006
KRW,2017-04-20,60.447
MYR,2017-04-20,0.23397
NOK,2017-04-20,0.45608
NZD,2017-04-20,0.075755
PHP,2017-04-20,2.6449
PLN,2017-04-20,0.21085
RON,2017-04-20,0.2248
RUB,2017-04-20,2.9927
SEK,2017-04-20,0.4763
SGD,2017-04-20,0.074309
THB,2017-04-20,1.8284
TRY,2017-04-20,0.19342
USD,2017-04-20,0.053198
ZAR,2017-04-20,0.69948
AUD,2017-04-19,0.071207
BGN,2017-04-19,0.097697
BRL,2017-04-19,0.16668
CAD,2017-04-19,0.072007
CHF,2017-04-19,0.053399
CNY,2017-04-19,0.36891
CZK,2017-04-19,1.3384
DKK,2017-04-19,0.37158
EUR,2017-04-19,0.049953
GBP,2017-04-19,0.041675
HKD,2017-04-19,0.41659
HRK,2017-04-19,0.37199
HUF,2017-04-19,15.638
IDR,2017-04-19,713.97
ILS,2017-04-19,0.19638
INR,2017-04-19,3.4589
JPY,2017-04-19,5.84
KRW,2017-04-19,61.062
MYR,2017-04-19,0.23573
NOK,2017-04-19,0.45721
NZD,2017-04-19,0.076342
PHP,2017-04-19,2.6644
PLN,2017-04-19,0.21159
RON,2017-04-19,0.22649
RUB,2017-04-19,3.0104
SEK,2017-04-19,0.48052
SGD,2017-04-19,0.074864
THB,2017-04-19,1.8424
TRY,2017-04-19,0.19627
USD,2017-04-19,0.053574
ZAR,2017-04-19,0.71237
AUD,2017-04-18,0.071393
BGN,2017-04-18,0.098643
BRL,2017-04-18,0.16742
CAD,2017-04-18,0.071988
CHF,2017-04-18,0.053896
CNY,2017-04-18,0.37083
CZK,2017-04-18,1.3496
DKK,2017-04-18,0.37515
EUR,2017-04-18,0.050436
GBP,2017-04-18,0.042556
HKD,2017-04-18,0.41882
HRK,2017-04-18,0.37509
HUF,2017-04-18,15.765
IDR,2017-04-18,716.35
ILS,2017-04-18,0.19747
INR,2017-04-18,3.4805
JPY,2017-04-18,5.8637
KRW,2017-04-18,61.583
MYR,2017-04-18,0.23762
NOK,2017-04-18,0.45944
NZD,2017-04-18,0.076593
PHP,2017-04-18,2.6764
PLN,2017-04-18,0.21366
RON,2017-04-18,0.22787
RUB,2017-04-18,3.0204
SEK,2017-04-18,0.48372
SGD,2017-04-18,0.075337
THB,2017-04-18,1.8507
TRY,2017-04-18,0.19883
USD,2017-04-18,0.053876
ZAR,2017-04-18,0.72124
AUD,2017-04-17,0.070965
BGN,2017-04-17,0.098948
BRL,2017-04-17,0.16835
CAD,2017-04-17,0.071178
CHF,2017-04-17,0.054063
CNY,2017-04-17,0.37047
CZK,2017-04-17,1.351
DKK,2017-04-17,0.37628
EUR,2017-04-17,0.050592
GBP,2017-04-17,0.042883
HKD,2017-04-17,0.41815
HRK,2017-04-17,0.37567
HUF,2017-04-17,15.813
IDR,2017-04-17,712.94
ILS,2017-04-17,0.1965
INR,2017-04-17,3.4651
JPY,2017-04-17,5.8692
KRW,2017-04-17,60.857
MYR,2017-04-17,0.2373
NOK,2017-04-17,0.46055
NZD,2017-04-17,0.076788
PHP,2017-04-17,2.6603
PLN,2017-04-17,0.21476
RON,2017-04-17,0.22862
RUB,2017-04-17,3.0322
SEK,2017-04-17,0.48477
SGD,2017-04-17,0.075104
THB,2017-04-17,1.8468
TRY,2017-04-17,0.19726
USD,2017-04-17,0.053779
ZAR,2017-04-17,0.72751
AUD,2017-04-16,0.070965
BGN,2017-04-16,0.098948
BRL,2017-04-16,0.16835
CAD,2017-04-16,0.071178
CHF,2017-04-16,0.054063
CNY,2017-04-16,0.37047
CZK,2017-04-16,1.351
DKK,2017-04-16,0.37628
EUR,2017-04-16,0.050592
GBP,2017-04-16,0.042883
HKD,2017-04-16,0.41815
HRK,2017-04-16,0.37567
HUF,2017-04-16,15.813
IDR,2017-04-16,712.94
ILS,2017-04-16,0.1965
INR,2017-04-16,3.4651
JPY,2017-04-16,5.8692
KRW,2017-04-16,60.857
MYR,2017-04-16,0.2373
NOK,2017-04-16,0.46055
NZD,2017-04-16,0.076788
PHP,2017-04-16,2.6603
PLN,2017-04-16,0.21476
RON,2017-04-16,0.22862
RUB,2017-04-16,3.0322
SEK,2017-04-16,0.48477
SGD,2017-04-16,0.075104
THB,2017-04-16,1.8468
TRY,2017-04-16,0.19726
USD,2017-04-16,0.053779
ZAR,2017-04-16,0.72751
AUD,2017-04-15,0.070965
BGN,2017-04-15,0.098948
BRL,2017-04-15,0.16835
CAD,2017-04-15,0.071178
CHF,2017-04-15,0.054063
CNY,2017-04-15,0.37047
CZK,2017-04-15,1.351
DKK,2017-04-15,0.37628
EUR,2017-04-15,0.050592
GBP,2017-04-15,0.042883
HKD,2017-04-15,0.41815
HRK,2017-04-15,0.37567
HUF,2017-04-15,15.813
IDR,2017-04-15,712.94
ILS,2017-04-15,0.1965
INR,2017-04-15,3.4651
JPY,2017-04-15,5.8692
KRW,2017-04-15,60.857
MYR,2017-04-15,0.2373
NOK,2017-04-15,0.46055
NZD,2017-04-15,0.076788
PHP,2017-04-15,2.6603
PLN,2017-04-15,0.21476
RON,2017-04-15,0.22862
RUB,2017-04-15,3.0322
SEK,2017-04-15,0.48477
SGD,2017-04-15,0.075104
THB,2017-04-15,1.8468
TRY,2017-04-15,0.19726
USD,2017-04-15,0.053779
ZAR,2017-04-15,0.72751
AUD,2017-04-14,0.070965
BGN,2017-04-14,0.098948
BRL,2017-04-14,0.16835
CAD,2017-04-14,0.071178
CHF,2017-04-14,0.054063
CNY,2017-04-14,0.37047
CZK,2017-04-14,1.351
DKK,2017-04-14,0.37628
EUR,2017-04-14,0.050592
GBP,2017-04-14,0.042883
HKD,2017-04-14,0.41815
HRK,2017-04-14,0.37567
HUF,2017-04-14,15.813
IDR,2017-04-14,712.94
ILS,2017-04-14,0.1965
INR,2017-04-14,3.4651
JPY,2017-04-14,5.8692
KRW,2017-04-14,60.857
MYR,2017-04-14,0.2373
NOK,2017-04-14,0.46055
NZD,2017-04-14,0.076788
PHP,2017-04-14,2.6603
PLN,2017-04-14,0.21476
RON,2017-04-14,0.22862
RUB,2017-04-14,3.0322
SEK,2017-04-14,0.48477
SGD,2017-04-14,0.075104
THB,2017-04-14,1.8468
TRY,2017-04-14,0.19726
USD,2017-04-14,0.053779
ZAR,2017-04-14,0.72751
AUD,2017-04-13,0.070965
BGN,2017-04-13,0.098948
BRL,2017-04-13,0.16835
CAD,2017-04-13,0.071178
CHF,2017-04-13,0.054063
CNY,2017-04-13,0.37047
CZK,2017-04-13,1.351
DKK,2017-04-13,0.37628
EUR,2017-04-13,0.050592
GBP,2017-04-13,0.042883
HKD,2017-04-13,0.41815
HRK,2017-04-13,0.37567
HUF,2017-04-13,15.813
IDR,2017-04-13,712.94
ILS,2017-04-13,0.1965
INR,2017-04-13,3.4651
JPY,2017-04-13,5.8692
KRW,2017-04-13,60.857
MYR,2017-04-13,0.2373
NOK,2017-04-13,0.46055
NZD,2017-04-13,0.076788
PHP,2017-04-13,2.6603
PLN,2017-04-13,0.21476
RON,2017-04-13,0.22862
RUB,2017-04-13,3.0322
SEK,2017-04-13,0.48477
SGD,2017-04-13,0.075104
THB,2017-04-13,1.8468
TRY,2017-04-13,0.19726
USD,2017-04-13,0.053779
ZAR,2017-04-13,0.72751
AUD,2017-04-12,0.071035
BGN,2017-04-12,0.098094
BRL,2017-04-12,0.16717
CAD,2017-04-12,0.070789
CHF,2017-04-12,0.053556
CNY,2017-04-12,0.36659
CZK,2017-04-12,1.339
DKK,2017-04-12,0.373
EUR,2017-04-12,0.050155
GBP,2017-04-12,0.042552
HKD,2017-04-12,0.41336
HRK,2017-04-12,0.37308
HUF,2017-04-12,15.647
IDR,2017-04-12,706.59
ILS,2017-04-12,0.19441
INR,2017-04-12,3.4402
JPY,2017-04-12,5.8291
KRW,2017-04-12,60.653
MYR,2017-04-12,0.2355
NOK,2017-04-12,0.45659
NZD,2017-04-12,0.076838
PHP,2017-04-12,2.6305
PLN,2017-04-12,0.21309
RON,2017-04-12,0.22673
RUB,2017-04-12,3.0348
SEK,2017-04-12,0.47925
SGD,2017-04-12,0.074576
THB,2017-04-12,1.8334
TRY,2017-04-12,0.19543
USD,2017-04-12,0.05319
ZAR,2017-04-12,0.72816
AUD,2017-04-11,0.071244
BGN,2017-04-11,0.098564
BRL,2017-04-11,0.16752
CAD,2017-04-11,0.071254
CHF,2017-04-11,0.053903
CNY,2017-04-11,0.36918
CZK,2017-04-11,1.3434
DKK,2017-04-11,0.3748
EUR,2017-04-11,0.050396
GBP,2017-04-11,0.043003
HKD,2017-04-11,0.41576
HRK,2017-04-11,0.37414
HUF,2017-04-11,15.693
IDR,2017-04-11,710.58
ILS,2017-04-11,0.19562
INR,2017-04-11,3.4498
JPY,2017-04-11,5.9144
KRW,2017-04-11,61.205
MYR,2017-04-11,0.23719
NOK,2017-04-11,0.45983
NZD,2017-04-11,0.07703
PHP,2017-04-11,2.6524
PLN,2017-04-11,0.21375
RON,2017-04-11,0.2273
RUB,2017-04-11,3.0466
SEK,2017-04-11,0.48337
SGD,2017-04-11,0.07511
THB,2017-04-11,1.8508
TRY,2017-04-11,0.19852
USD,2017-04-11,0.0535
ZAR,2017-04-11,0.74026
AUD,2017-04-10,0.071461
BGN,2017-04-10,0.098983
BRL,2017-04-10,0.1679
CAD,2017-04-10,0.071638
CHF,2017-04-10,0.054061
CNY,2017-04-10,0.36956
CZK,2017-04-10,1.3426
DKK,2017-04-10,0.37635
EUR,2017-04-10,0.05061
GBP,2017-04-10,0.043188
HKD,2017-04-10,0.41596
HRK,2017-04-10,0.37628
HUF,2017-04-10,15.757
IDR,2017-04-10,710.97
ILS,2017-04-10,0.19604
INR,2017-04-10,3.4562
JPY,2017-04-10,5.9578
KRW,2017-04-10,61.147
MYR,2017-04-10,0.23746
NOK,2017-04-10,0.46279
NZD,2017-04-10,0.077124
PHP,2017-04-10,2.6566
PLN,2017-04-10,0.21406
RON,2017-04-10,0.22834
RUB,2017-04-10,3.062
SEK,2017-04-10,0.48635
SGD,2017-04-10,0.075307
THB,2017-04-10,1.855
TRY,2017-04-10,0.19988
USD,2017-04-10,0.053535
ZAR,2017-04-10,0.74356
AUD,2017-04-09,0.070803
BGN,2017-04-09,0.09805
BRL,2017-04-09,0.16719
CAD,2017-04-09,0.071469
CHF,2017-04-09,0.053617
CNY,2017-04-09,0.36756
CZK,2017-04-09,1.3317
DKK,2017-04-09,0.3728
EUR,2017-04-09,0.050133
GBP,2017-04-09,0.0429
HKD,2017-04-09,0.41408
HRK,2017-04-09,0.37344
HUF,2017-04-09,15.559
IDR,2017-04-09,709.93
ILS,2017-04-09,0.19444
INR,2017-04-09,3.428
JPY,2017-04-09,5.8976
KRW,2017-04-09,60.48
MYR,2017-04-09,0.23635
NOK,2017-04-09,0.45913
NZD,2017-04-09,0.076448
PHP,2017-04-09,2.658
PLN,2017-04-09,0.21181
RON,2017-04-09,0.22649
RUB,2017-04-09,3.0326
SEK,2017-04-09,0.48109
SGD,2017-04-09,0.074708
THB,2017-04-09,1.8444
TRY,2017-04-09,0.19916
USD,2017-04-09,0.053291
ZAR,2017-04-09,0.73615
AUD,2017-04-08,0.070803
BGN,2017-04-08,0.09805
BRL,2017-04-08,0.16719
CAD,2017-04-08,0.071469
CHF,2017-04-08,0.053617
CNY,2017-04-08,0.36756
CZK,2017-04-08,1.3317
DKK,2017-04-08,0.3728
EUR,2017-04-08,0.050133
GBP,2017-04-08,0.0429
HKD,2017-04-08,0.41408
HRK,2017-04-08,0.37344
HUF,2017-04-08,15.559
IDR,2017-04-08,709.93
ILS,2017-04-08,0.19444
INR,2017-04-08,3.428
JPY,2017-04-08,5.8976
KRW,2017-04-08,60.48
MYR,2017-04-08,0.23635
NOK,2017-04-08,0.45913
NZD,2017-04-08,0.076448
PHP,2017-04-08,2.658
PLN,2017-04-08,0.21181
RON,2017-04-08,0.22649
RUB,2017-04-08,3.0326
SEK,2017-04-08,0.48109
SGD,2017-04-08,0.074708
THB,2017-04-08,1.8444
TRY,2017-04-08,0.19916
USD,2017-04-08,0.053291
ZAR,2017-04-08,0.73615
AUD,2017-04-07,0.070803
BGN,2017-04-07,0.09805
BRL,2017-04-07,0.16719
CAD,2017-04-07,0.071469
CHF,2017-04-07,0.053617
CNY,2017-04-07,0.36756
CZK,2017-04-07,1.3317
DKK,2017-04-07,0.3728
EUR,2017-04-07,0.050133
GBP,2017-04-07,0.0429
HKD,2017-04-07,0.41408
HRK,2017-04-07,0.37344
HUF,2017-04-07,15.559
IDR,2017-04-07,709.93
ILS,2017-04-07,0.19444
INR,2017-04-07,3.428
JPY,2017-04-07,5.8976
KRW,2017-04-07,60.48
MYR,2017-04-07,0.23635
NOK,2017-04-07,0.45913
NZD,2017-04-07,0.076448
PHP,2017-04-07,2.658
PLN,2017-04-07,0.21181
RON,2017-04-07,0.22649
RUB,2017-04-07,3.0326
SEK,2017-04-07,0.48109
SGD,2017-04-07,0.074708
THB,2017-04-07,1.8444
TRY,2017-04-07,0.19916
USD,2017-04-07,0.053291
ZAR,2017-04-07,0.73615
AUD,2017-04-06,0.070378
BGN,2017-04-06,0.0976
BRL,2017-04-06,0.16584
CAD,2017-04-06,0.071471
CHF,2017-04-06,0.053406
CNY,2017-04-06,0.36717
CZK,2017-04-06,1.3342
DKK,2017-04-06,0.37103
EUR,2017-04-06,0.049903
GBP,2017-04-06,0.042712
HKD,2017-04-06,0.41354
HRK,2017-04-06,0.37227
HUF,2017-04-06,15.458
IDR,2017-04-06,708.97
ILS,2017-04-06,0.1941
INR,2017-04-06,3.4341
JPY,2017-04-06,5.9
KRW,2017-04-06,60.203
MYR,2017-04-06,0.23614
NOK,2017-04-06,0.45755
NZD,2017-04-06,0.076206
PHP,2017-04-06,2.6692
PLN,2017-04-06,0.21094
RON,2017-04-06,0.22574
RUB,2017-04-06,2.997
SEK,2017-04-06,0.47854
SGD,2017-04-06,0.074555
THB,2017-04-06,1.8416
TRY,2017-04-06,0.19737
USD,2017-04-06,0.053226
ZAR,2017-04-06,0.73472
AUD,2017-04-05,0.070362
BGN,2017-04-05,0.097702
BRL,2017-04-05,0.16472
CAD,2017-04-05,0.071391
CHF,2017-04-05,0.053492
CNY,2017-04-05,0.36786
CZK,2017-04-05,1.3517
DKK,2017-04-05,0.37144
EUR,2017-04-05,0.049955
GBP,2017-04-05,0.042717
HKD,2017-04-05,0.41441
HRK,2017-04-05,0.37255
HUF,2017-04-05,15.482
IDR,2017-04-05,710.71
ILS,2017-04-05,0.19495
INR,2017-04-05,3.4615
JPY,2017-04-05,5.9192
KRW,2017-04-05,60.081
MYR,2017-04-05,0.23636
NOK,2017-04-05,0.45791
NZD,2017-04-05,0.076526
PHP,2017-04-05,2.6742
PLN,2017-04-05,0.21138
RON,2017-04-05,0.22678
RUB,2017-04-05,2.9803
SEK,2017-04-05,0.47831
SGD,2017-04-05,0.074673
THB,2017-04-05,1.8413
TRY,2017-04-05,0.19684
USD,2017-04-05,0.053342
ZAR,2017-04-05,0.73099
AUD,2017-04-04,0.070086
BGN,2017-04-04,0.097154
BRL,2017-04-04,0.16589
CAD,2017-04-04,0.071134
CHF,2017-04-04,0.053018
CNY,2017-04-04,0.36447
CZK,2017-04-04,1.3439
DKK,2017-04-04,0.36946
EUR,2017-04-04,0.049675
GBP,2017-04-04,0.042533
HKD,2017-04-04,0.41113
HRK,2017-04-04,0.36943
HUF,2017-04-04,15.368
IDR,2017-04-04,705.18
ILS,2017-04-04,0.19287
INR,2017-04-04,3.4487
JPY,2017-04-04,5.8393
KRW,2017-04-04,59.515
MYR,2017-04-04,0.23446
NOK,2017-04-04,0.45596
NZD,2017-04-04,0.075803
PHP,2017-04-04,2.6567
PLN,2017-04-04,0.21147
RON,2017-04-04,0.22573
RUB,2017-04-04,2.9863
SEK,2017-04-04,0.47737
SGD,2017-04-04,0.07403
THB,2017-04-04,1.8224
TRY,2017-04-04,0.19334
USD,2017-04-04,0.052908
ZAR,2017-04-04,0.72813
AUD,2017-04-03,0.070134
BGN,2017-04-03,0.097893
BRL,2017-04-03,0.16675
CAD,2017-04-03,0.07122
CHF,2017-04-03,0.053466
CNY,2017-04-03,0.3675
CZK,2017-04-03,1.3536
DKK,2017-04-03,0.37226
EUR,2017-04-03,0.050053
GBP,2017-04-03,0.042675
HKD,2017-04-03,0.41473
HRK,2017-04-03,0.37192
